Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
173199.39418114052,47.58500101408589,-0.13188747753208996,0.03782710387162493,0.03309893895775012,0.11986392215993395,-0.06890180929260557,-0.06229387505049095,-0.06777519226223015,-0.10961159618110755,-0.30989177126249406,0.11272965322419023,0.09684396772855111,-0.180757042180308,-0.050773383528889,-0.08806180042342743,-0.08342827463086801,-0.25379460125713166,-0.07466620134528476,0.07089959013646138,0.30359785619703394,0.0467625942506148,0.014497226045925867,-0.06113924352102469,-0.07120009152466308,0.11238212293137065,0.03452147374481656,-0.07538795739329444,-0.12117308326350487,-0.019186879541178484
190932.04020787822,2.6850375346457014,0.1263439710419029,-0.1875231765329788,0.03208172053671164,-0.3010078863050434,-0.20401110897544644,0.030238142523215206,0.11342942959769779,0.026322391443411083,-0.01776372697236093,-0.046249920261339554,-0.22710290561296953,-0.11056900903751875,-0.07075471586118086,0.1623753523630078,0.052780217332691434,-0.2708052667486649,0.04977972028258586,-0.05914914039315762,-0.10397610190743461,0.09395427555040811,0.1583628710089241,0.14304584062244627,-0.12890490584980596,-0.0474954241227412,0.05088249500866495,0.14984500357076486,-0.07360178774378742,-0.028517460902292888
172960.6178338064,16.933982779310604,0.08363387330496894,0.029710964713941596,-0.10397485468310726,-0.007594388591127939,0.09747622835245233,0.07970663074651409,0.14981989114993524,0.03388064588255487,0.3378530728913639,-0.09220923618989775,-0.03993753659520908,-0.006097660892027956,-0.14213733493480935,0.10444189059689955,0.0905202880935626,0.001903545760072826,-0.053540444699401855,-0.14978178262053402,-0.0790717456596309,0.07450862073457268,-0.021255365152805687,-0.042765796045544195,0.05023753755907646,0.11603278307889948,0.025759221049248927,0.031509434622494885,0.13743983403138005,0.017587784511831062
111005.19245276767,16.58217027362133,-0.1058168458800522,-0.3949536230567816,0.07991293593311102,0.07045006659967082,0.0013799505292797169,-0.06330720322827524,-0.3819611157746182,-0.11351807131188249,-0.09248715918423375,-0.21650774020421873,-0.04352560679416524,0.10903978124840626,0.5090183440849071,0.047112699307420416,0.06950421658861164,-0.020090457013202574,-0.5178120279991891,-0.007155206158508689,0.016254114564418855,0.66474647083979,-0.0519117758735347,0.08137751891759452,-0.009367543000019192,-0.31538702473372715,0.30840956676303727,0.20292151845442247,0.21347300472540703,-0.24541318863327638
163352.97107608948,31.982985699085393,-0.1027330115067022,0.008970342359254393,-0.057562406608184485,0.10769348055395084,0.19908759922842223,0.10191041523425462,0.0010667529330643203,-0.04264275740743443,0.07572058138681378,-0.14265689083574895,0.06256741071593099,-0.10670519920167024,0.07239136055184503,-0.018774489032582418,-0.04529380211366951,-0.10330131306173503,-0.041616843173802716,0.06487556098444291,0.12177376053489684,0.06141392027043687,0.15910705824504323,0.2962113804619977,-0.037854176871009546,-0.024015815950398835,-0.16799107139050554,0.13890679869676217,0.15158387513137198,-0.10115876320173083
177987.55458576238,44.46723478899075,-0.18371682209312795,0.06274611761577599,0.07917703831770496,-0.1929905902139705,0.5040613275561774,0.12801163791656403,-0.3218449060888124,0.1773758198554846,-0.2633219254013801,0.2126403313431626,0.31300847029841333,-0.22171715629046324,0.2602675981166027,0.11151771062293063,0.22208939671044597,0.5124413390925624,-0.06629453815564511,-0.2036308510828726,-0.24031297544220248,-0.2204009181266802,-0.020829950120970817,0.09216629142338383,0.07475133291819772,0.22347346056598638,0.0035126167934937656,0.3926896375760468,-0.07150021286703487,0.7348862754306136
128077.23624408558,36.40015364781376,0.002796731477073953,-0.009145112487065007,-0.00826975765026815,0.04932185063211711,-0.030143244974983094,0.05176741980023912,0.06965643895385701,-0.022793640489684013,-0.06169365773690159,-0.03417398873942221,0.04730780883162036,0.0061609855605610185,0.04197588631525782,0.1174477167471805,0.015386244753609288,-0.05389175304228734,0.07044604740769662,0.0034216844163934158,0.058122836606290675,0.07103064434829195,-0.06388956672424283,0.09206979138178278,0.060299647176792356,-0.04023239099301822,0.020282542379568894,0.01713528302646951,0.0015943486429825253,0.05808731664893019
164996.3930777765,40.11646376937198,0.14828977220505987,0.10125207726955525,-0.049005364832652394,0.11797396726552323,-0.12012773917573542,-0.03681101921531804,-0.07544477662250179,0.012726493748425447,0.359789892135719,-0.29024718889614565,0.10667209558545301,-0.25068011226155573,-0.07335695965379904,0.16926618183133504,0.009991668520716515,-0.16752435239651253,-0.11118661218737974,0.10563648751715607,-0.11352798871873655,0.03364626373792685,0.007083674283323435,-0.10128457914102476,0.3332540806447916,0.09853619879253185,-0.3147876076859706,0.02898240749845948,-0.10286790639627093,0.1325020035330703
102535.07434154575,4.844362685771031,-0.10597208073384058,0.22809957176876164,-0.04589269784751459,-0.0436409244192801,0.0436299575722486,-0.2213615694156838,0.12980252454685776,0.17387982933710125,0.05180342318066922,0.22673331756417597,-0.18217627303259146,0.2531453354813189,-0.10033204569610037,-0.17573517060554286,-0.03259432268981343,0.2570295848112481,-0.002669439230543291,-0.12804643104707455,-0.17779781869360245,-0.0144329506650499,-0.27391163915832134,-0.1785187030869498,0.21186583033922352,0.18168638615563526,-0.017631207562091935,-0.06393657031349573,0.008033372454241612,0.32238399805785256
116293.44270814297,33.275987949328304,0.05143345299986266,-0.15508526953251112,0.01803560608933756,-0.09955811856992836,0.02933084482435728,0.17108268366248036,0.40979828254633244,-0.31982931099135753,0.5511375444760963,-0.5043844551208448,-0.03921854461347237,0.15201060818244214,0.0726032559271109,-0.16089438092156955,-0.05377505451888783,-0.1273825940937634,-0.15228127642181324,0.21952193486394309,0.09224639455368325,-0.17903540442137864,0.2324404635427617,0.07940068138029394,0.21002898383938096,0.16268479339899128,-0.2141974336318823,-0.14474072774692306,0.19308725659142328,0.15770872284941753
137201.80857927832,21.2182661686599,-0.19891816284007954,0.3453817906715564,0.4615821196631041,-0.1306451462957029,-0.12125140730979919,0.07776653539965546,0.0036105072021046327,0.27671688998134425,-0.15551582504602401,0.2821294227461887,-0.07110873177007616,0.25384098642154124,-0.08056582638312729,-0.18224024325574975,0.5684297084644236,0.31663501259718757,-0.5326791180518543,-0.13280185873180367,0.35815911064127004,-0.3557031256077655,0.22908142927935907,0.19828008617672876,-0.2078188671584628,-0.0026208360591398368,-0.621250442284682,0.5262545561742888,-0.09187666380886725,0.23893060908643884
176151.06317174723,8.006592420588957,-0.03613612163658184,0.01070991520428626,0.010766142336304975,-0.02227986601503137,-0.020701867284120257,0.010198463583891046,-0.0636424882994148,-0.06185723733466365,-0.03157521743351081,-0.009380881669722658,0.013664211771885326,0.06484107181049457,0.037693655659638864,-0.007029207988878611,-0.0008357515886779924,-0.04406059891014946,-0.0008136418625747072,-0.012686384020287296,0.014183298314712703,-0.036356332388419704,0.02282498574755616,0.0673630088672598,-0.004779947049528238,0.017655003124323814,0.030331438341478032,-0.017633412955130143,0.009848737910431046,0.0005534288966817076
196930.2535619099,28.13885993566472,0.07146118909195974,0.012755925670054005,-0.013563418702537178,0.058404830988845746,0.03769412756120081,0.05702697955402775,-0.003483374129277913,0.030657086564506816,-0.04562093134631819,0.024618588267380274,-0.004952690608271498,-0.04255017997421226,0.03242468918284414,-0.056839940566306285,-0.06006090455948338,0.011382124650665269,0.017940885327617416,0.03047542213427904,0.023298383481665314,0.04636856306894108,0.021988331620736018,-0.004154335338438219,-0.0023114629247359465,-0.008862028620282935,0.009278290859327581,-0.03445776175943913,0.010705299243339727,-0.0027134708540806135
